trial	group	subject	repetition	x	y	angle	layer	intention
recall	Five Layers	Five Layers - rat 1	0	-0.35	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.35	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.25	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.15000002	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.10000002	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.050000016	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-1.4901161E-8	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.049999986	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.09999999	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.14999999	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.24999999	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.29999998	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.35	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.39999998	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.45	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	0.5	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	0.4	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	0.3	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	0.25	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	0.20000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	0.15000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	0.10000002	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	0.050000016	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	1.4901161E-8	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	-0.049999986	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	-0.09999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	-0.14999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	-0.19999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	-0.24999999	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	-0.29999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	-0.35	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	-0.39999998	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	-0.45	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.49999997	-0.49999997	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	0.54999995	-0.54999995	NA	0	7
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.5	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.20000002	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.10000001	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.4	7.4505806E-9	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.5	-0.099999994	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.19999999	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.5	-0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.5	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.20000002	0.7853982	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.10000001	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	7.4505806E-9	1.5707964	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.099999994	1.5707964	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.19999999	1.5707964	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.3	1.5707964	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.5	0.7853982	1	0
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	0.4	0.7853982	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.3	0.7853982	1	0
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	0.20000002	1.5707964	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.10000001	0.7853982	1	0
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	7.4505806E-9	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	-0.099999994	1.5707964	1	0
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	-0.19999999	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	-0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	-0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.099999994	0.5	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.099999994	0.3	2.3561945	1	0
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.20000002	2.3561945	1	0
recall	Five Layers	Five Layers - rat 1	0	0.099999994	0.10000001	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.19999999	7.4505806E-9	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.099999994	-0.099999994	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.19999999	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.099999994	-0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.3	0.5	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.4	0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.3	0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.4	0.20000002	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.3	0.10000001	2.3561945	1	0
recall	Five Layers	Five Layers - rat 1	0	0.4	7.4505806E-9	2.3561945	1	0
recall	Five Layers	Five Layers - rat 1	0	0.3	-0.099999994	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.4	-0.19999999	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.3	-0.3	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	0.4	-0.4	NA	1	0
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.5	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.20000002	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.10000001	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.4	7.4505806E-9	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.5	-0.099999994	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.19999999	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.5	-0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.5	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.20000002	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.10000001	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	7.4505806E-9	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.099999994	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.19999999	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.5	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	0.20000002	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.10000001	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	7.4505806E-9	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	-0.099999994	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	-0.19999999	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	-0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	-0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.099999994	0.5	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.099999994	0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.19999999	0.20000002	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.099999994	0.10000001	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.19999999	7.4505806E-9	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.099999994	-0.099999994	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.19999999	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.099999994	-0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.19999999	-0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.3	0.5	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.4	0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.3	0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.4	0.20000002	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.3	0.10000001	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.4	7.4505806E-9	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.3	-0.099999994	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.4	-0.19999999	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.3	-0.3	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	0.4	-0.4	NA	1	1
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.5	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.4	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.3	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.4	0.20000002	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.5	0.10000001	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.4	7.4505806E-9	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.5	-0.099999994	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.19999999	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.5	-0.3	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.4	-0.4	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.5	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.4	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.3	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	0.20000002	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.3	0.10000001	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	7.4505806E-9	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.099999994	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.19999999	0.0	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.3	-0.3	0.0	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.20000002	-0.4	NA	1	2
recall	Five Layers	Five Layers - rat 1	0	-0.10000001	0.5	5.497787	1	2
recall	Five Layers	Five Layers - rat 1	0	-7.4505806E-9	0.4	5.497787	1	2
